Rgp;Rgp_lib;Dut;Dut_lib;Dut_sigle;Id Série ou type de Bac;Série ou type de Bac;Id Âge au bac;Âge au bac;Id Sexe;Sexe;Id Mention au Bac;Mention au Bac;Année de cohorte des données sur le passage entre L1 et L2;Effectif de néobacheliers de la cohorte;Passage en 2ème année de DUT en 1 an;Redoublement en 1ère année de DUT;Passage en 2ème année de DUT en 2 ans;Passage en 2ème année de DUT en 1 ou 2 ans;Année de cohorte des données sur la réussite en licence;Effectif de néobacheliers de la cohorte;Obtention du DUT en 2 ans;Obtention du DUT en 3 ans;Obtention du DUT en 2 ou 3 ans
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;10.0;11.0;0.0;0.0;11;2013;10.0;7.0;1.0;8.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;3;BAC S;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;3.0;4.0;0.0;0.0;4;2013;3.0;2.0;0.0;2.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;3;BAC S;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;43.0;24.0;4.0;4.0;28;2013;43.0;17.0;10.0;27.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;75.0;11.0;12.0;11.0;22;2013;75.0;28.0;9.0;37.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;3;BAC S;R1;En retard d'un an;1;Homme;C;Assez bien;2014;17.0;6.0;0.0;0.0;6;2013;17.0;12.0;2.0;14.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;34.0;10.0;8.0;8.0;18;2013;34.0;5.0;10.0;15.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;2;BAC ES;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
EAI;Électronique, automatique, informatique;INFO;Informatique;;3;BAC S;R1;En retard d'un an;2;Femme;C;Assez bien;2014;7.0;4.0;0.0;0.0;4;2013;7.0;4.0;0.0;4.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;13.0;6.0;6.0;6.0;12;2013;13.0;7.0;3.0;10.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;4;BAC STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;2.0;2.0;0.0;0.0;2;2013;2.0;0.0;0.0;0.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;102.0;18.0;21.0;20.0;38;2013;102.0;13.0;30.0;43.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;1;BAC L;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;5.0;1.0;1.0;6;2013;1.0;0.0;0.0;0.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;2;BAC ES;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;129.0;139.0;1.0;1.0;140;2013;129.0;118.0;1.0;119.0
CM;Communication et médiation;INFOCOM;Information-Communication;INFOCOM;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;11.0;4.0;1.0;1.0;5;2013;11.0;7.0;0.0;7.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;1;BAC L;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;16.0;6.0;1.0;1.0;7;2013;16.0;11.0;1.0;12.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;1;BAC L;R1;En retard d'un an;1;Homme;B;Bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;2;BAC ES;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;10.0;7.0;0.0;0.0;7;2013;10.0;8.0;1.0;9.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;3;BAC S;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;2.0;;;;;2013;2.0;2.0;0.0;2.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;3;BAC S;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;8.0;2.0;0.0;0.0;2;2013;8.0;5.0;1.0;6.0
CM;Communication et médiation;MMI;Métiers du multimédia et de l'internet;MMI;3;BAC S;R2;En retard de plus d'un an;1;Homme;Q;Inconnue;2014;3.0;;;;;2013;3.0;2.0;1.0;3.0
SIMC;Sciences industrielles, matériaux, contrôle;MP;Mesures physiques;MP;3;BAC S;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;49.0;43.0;7.0;5.0;48;2013;49.0;28.0;14.0;42.0
SIMC;Sciences industrielles, matériaux, contrôle;PEC;Packaging, emballage et conditionnement;PEC;2;BAC ES;R1;En retard d'un an;2;Femme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;PEC;Packaging, emballage et conditionnement;PEC;2;BAC ES;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;PEC;Packaging, emballage et conditionnement;PEC;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;2;BAC ES;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;24.0;10.0;3.0;3.0;13;2013;24.0;14.0;3.0;17.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;3;BAC S;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;10.0;7.0;0.0;0.0;7;2013;10.0;9.0;0.0;9.0
SIMC;Sciences industrielles, matériaux, contrôle;QLIO;Qualité, logistique industrielle et organisation;QLIO;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;3.0;;;;;2013;3.0;3.0;0.0;3.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;Q;Inconnue;2014;2.0;0.0;1.0;1.0;1;2013;2.0;;;
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;6.0;5.0;1.0;1.0;6;2013;6.0;;;
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;3;BAC S;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;4.0;4.0;0.0;0.0;4;2013;4.0;2.0;1.0;3.0
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;4.0;0.0;0.0;0.0;0;2013;4.0;2.0;0.0;2.0
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;2.0;2.0;0.0;0.0;2;2013;2.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;30.0;8.0;5.0;4.0;12;2013;30.0;9.0;9.0;18.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;3;BAC S;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;13.0;15.0;0.0;0.0;15;2013;13.0;11.0;1.0;12.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;3;BAC S;R1;En retard d'un an;1;Homme;B;Bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;1;BAC L;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;8.0;1.0;0.0;0.0;1;2013;8.0;4.0;0.0;4.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;184.0;158.0;1.0;1.0;159;2013;184.0;173.0;2.0;175.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;274.0;237.0;28.0;23.0;260;2013;274.0;189.0;20.0;209.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;4;BAC STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;218.0;156.0;8.0;7.0;163;2013;218.0;167.0;14.0;181.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;6;BAC professionnel;R4;Non pris en compte;2;Femme;C;Assez bien;2014;42.0;22.0;6.0;5.0;27;2013;42.0;13.0;6.0;19.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;6;BAC professionnel;R4;Non pris en compte;2;Femme;C;Assez bien;2014;7.0;3.0;0.0;0.0;3;2013;7.0;4.0;0.0;4.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;3;BAC S;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;39.0;32.0;0.0;0.0;32;2013;39.0;35.0;2.0;37.0
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;6;BAC professionnel;R4;Non pris en compte;2;Femme;B;Bien;2014;2.0;2.0;0.0;0.0;2;2013;2.0;;;
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;8.0;3.0;2.0;1.0;4;2013;8.0;2.0;2.0;4.0
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;3;BAC S;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;A;Très bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;10.0;3.0;0.0;0.0;3;2013;10.0;4.0;3.0;7.0
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;3;BAC S;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;124.0;81.0;38.0;37.0;118;2013;124.0;59.0;28.0;87.0
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;3;BAC S;R1;En retard d'un an;2;Femme;B;Bien;2014;4.0;1.0;0.0;0.0;1;2013;4.0;4.0;0.0;4.0
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;A;Très bien;2014;2.0;2.0;0.0;0.0;2;2013;2.0;;;
CBPI;Chimie, biologie, procédés industriels;CHIMIE;Chimie;;6;BAC professionnel;R4;Non pris en compte;1;Homme;Q;Inconnue;2014;2.0;;;;;2013;2.0;0.0;0.0;0.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;2;BAC ES;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;13.0;11.0;5.0;6.0;17;2013;13.0;9.0;0.0;9.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;6;BAC professionnel;R4;Non pris en compte;1;Homme;B;Bien;2014;3.0;;;;;2013;3.0;2.0;0.0;2.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;3;BAC S;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;5.0;5.0;0.0;0.0;5;2013;5.0;4.0;0.0;4.0
AGSC;Administration, gestion, statistique, commerce;CJ;Carrières juridiques;CJ;3;BAC S;R1;En retard d'un an;1;Homme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
CM;Communication et médiation;CS;Carrières sociales;CS;4;BAC STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;2;BAC ES;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;12.0;8.0;0.0;0.0;8;2013;12.0;12.0;0.0;12.0
CM;Communication et médiation;CS;Carrières sociales;CS;6;BAC professionnel;R4;Non pris en compte;1;Homme;D;Passable premier groupe;2014;3.0;0.0;0.0;0.0;0;2013;3.0;0.0;2.0;2.0
AGSC;Administration, gestion, statistique, commerce;GACO;Gestion administrative et commerciale des organisations;GACO;2;BAC ES;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;2.0;2.0;0.0;0.0;2;2013;2.0;;;
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;2;BAC ES;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;0.0;0.0;0.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;B;Bien;2014;5.0;2.0;0.0;0.0;2;2013;5.0;1.0;1.0;2.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;3;BAC S;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;14.0;8.0;0.0;0.0;8;2013;14.0;13.0;1.0;14.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;3;BAC S;R2;En retard de plus d'un an;1;Homme;P;Passable deuxième groupe;2014;9.0;4.0;1.0;1.0;5;2013;9.0;4.0;2.0;6.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;1.0;;;;;2013;1.0;0.0;1.0;1.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;2.0;1.0;0.0;0.0;1;2013;2.0;2.0;0.0;2.0
EAI;Électronique, automatique, informatique;RT;Réseaux et télécommunications;R&T;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;13.0;3.0;2.0;2.0;5;2013;13.0;2.0;3.0;5.0
SIMC;Sciences industrielles, matériaux, contrôle;SGM;Sciences et génie des matériaux;SGM;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;2;BAC ES;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;3;BAC S;R1;En retard d'un an;1;Homme;C;Assez bien;2014;4.0;3.0;0.0;0.0;3;2013;4.0;1.0;3.0;4.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;0.0;1.0;1.0
AGSC;Administration, gestion, statistique, commerce;STID;Statistique et informatique décisionnelle;STID;6;BAC professionnel;R4;Non pris en compte;1;Homme;D;Passable premier groupe;2014;2.0;;;;;2013;2.0;0.0;0.0;0.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;1;BAC L;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;41.0;27.0;0.0;1.0;28;2013;41.0;34.0;1.0;35.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;1;BAC L;R2;En retard de plus d'un an;1;Homme;D;Passable premier groupe;2014;1.0;1.0;0.0;0.0;1;2013;1.0;;;
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;2;BAC ES;R0;A l'heure ou en avance;2;Femme;P;Passable deuxième groupe;2014;70.0;74.0;5.0;4.0;78;2013;70.0;44.0;9.0;53.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;2;BAC ES;R1;En retard d'un an;1;Homme;B;Bien;2014;32.0;17.0;3.0;1.0;18;2013;32.0;25.0;3.0;28.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;2;BAC ES;R1;En retard d'un an;2;Femme;Q;Inconnue;2014;5.0;3.0;0.0;0.0;3;2013;5.0;3.0;0.0;3.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;3;BAC S;R0;A l'heure ou en avance;1;Homme;C;Assez bien;2014;137.0;144.0;3.0;2.0;146;2013;137.0;117.0;9.0;126.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;3;BAC S;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;134.0;128.0;4.0;4.0;132;2013;134.0;117.0;6.0;123.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;4;BAC STMG;R1;En retard d'un an;1;Homme;A;Très bien;2014;9.0;11.0;0.0;0.0;11;2013;9.0;8.0;0.0;8.0
AGSC;Administration, gestion, statistique, commerce;TC;Techniques de commercialisation;TC;4;BAC STMG;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;40.0;20.0;3.0;3.0;23;2013;40.0;28.0;1.0;29.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;P;Passable deuxième groupe;2014;2.0;1.0;1.0;1.0;2;2013;2.0;0.0;1.0;1.0
CES;Construction, énergie, sécurité;GCCD;Génie civil - Construction durable;GCCD;6;BAC professionnel;R4;Non pris en compte;1;Homme;A;Très bien;2014;2.0;2.0;0.0;0.0;2;2013;2.0;;;
CBPI;Chimie, biologie, procédés industriels;GCGP;Génie chimique - Génie des procédés;GCGP;3;BAC S;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;3;BAC S;R1;En retard d'un an;1;Homme;D;Passable premier groupe;2014;54.0;23.0;7.0;7.0;30;2013;54.0;28.0;14.0;42.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;3;BAC S;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;6.0;3.0;0.0;0.0;3;2013;6.0;3.0;0.0;3.0
CBPI;Chimie, biologie, procédés industriels;GB;Génie biologique;GB;1;BAC L;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;1;BAC L;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;1.0;;;;;2013;1.0;0.0;0.0;0.0
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;Q;Inconnue;2014;4.0;3.0;2.0;1.0;4;2013;4.0;2.0;0.0;2.0
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;4.0;0.0;0.0;0.0;0;2013;4.0;3.0;0.0;3.0
EAI;Électronique, automatique, informatique;GE2I;Génie électrique et informatique industrielle;GE2I;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;28.0;12.0;3.0;3.0;15;2013;28.0;11.0;8.0;19.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;2;BAC ES;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;140.0;87.0;11.0;9.0;96;2013;140.0;74.0;21.0;95.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;4;BAC STMG;R1;En retard d'un an;2;Femme;C;Assez bien;2014;155.0;101.0;29.0;25.0;126;2013;155.0;84.0;22.0;106.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;2.0;1.0;0.0;0.0;1;2013;2.0;1.0;0.0;1.0
AGSC;Administration, gestion, statistique, commerce;GEA;Gestion des entreprises et administrations;GEA;5;BAC technologique hors STMG;R1;En retard d'un an;1;Homme;C;Assez bien;2014;1.0;2.0;0.0;0.0;2;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;GIM;Génie industriel et maintenance;GIM;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;Q;Inconnue;2014;1.0;;;;;2013;1.0;1.0;0.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;GIM;Génie industriel et maintenance;GIM;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;4.0;;;;;2013;4.0;4.0;0.0;4.0
SIMC;Sciences industrielles, matériaux, contrôle;GIM;Génie industriel et maintenance;GIM;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;B;Bien;2014;5.0;1.0;0.0;0.0;1;2013;5.0;3.0;0.0;3.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;1;BAC L;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;2.0;;;;;2013;2.0;2.0;0.0;2.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;46.0;13.0;11.0;8.0;21;2013;46.0;21.0;9.0;30.0
AGSC;Administration, gestion, statistique, commerce;GLT;Gestion logistique et transport;GLT;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;;;
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;2.0;;;;;2013;2.0;2.0;0.0;2.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;18.0;7.0;0.0;0.0;7;2013;18.0;15.0;2.0;17.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;3;BAC S;R1;En retard d'un an;2;Femme;P;Passable deuxième groupe;2014;1.0;;;;;2013;1.0;0.0;1.0;1.0
SIMC;Sciences industrielles, matériaux, contrôle;GMP;Génie mécanique et productique;GMP;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;A;Très bien;2014;3.0;0.0;1.0;1.0;1;2013;3.0;2.0;0.0;2.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;D;Passable premier groupe;2014;3.0;0.0;1.0;1.0;1;2013;3.0;1.0;1.0;2.0
CES;Construction, énergie, sécurité;GTE;Génie thermique et énergie;GTE;5;BAC technologique hors STMG;R2;En retard de plus d'un an;1;Homme;A;Très bien;2014;1.0;0.0;0.0;0.0;0;2013;1.0;1.0;0.0;1.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;3;BAC S;R0;A l'heure ou en avance;2;Femme;D;Passable premier groupe;2014;32.0;34.0;4.0;4.0;38;2013;32.0;28.0;3.0;31.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;3;BAC S;R1;En retard d'un an;2;Femme;C;Assez bien;2014;5.0;3.0;0.0;0.0;3;2013;5.0;3.0;1.0;4.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;B;Bien;2014;3.0;2.0;0.0;0.0;2;2013;3.0;1.0;0.0;1.0
CES;Construction, énergie, sécurité;HSE;Hygiène, sécurité, environnement;HSE;5;BAC technologique hors STMG;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;1.0;1.0;0.0;0.0;1;2013;1.0;1.0;0.0;1.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;2;BAC ES;R0;A l'heure ou en avance;1;Homme;B;Bien;2014;15.0;10.0;1.0;1.0;11;2013;15.0;11.0;1.0;12.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;3;BAC S;R0;A l'heure ou en avance;1;Homme;D;Passable premier groupe;2014;751.0;520.0;69.0;64.0;584;2013;751.0;393.0;150.0;543.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;3;BAC S;R1;En retard d'un an;1;Homme;B;Bien;2014;14.0;10.0;1.0;1.0;11;2013;14.0;13.0;0.0;13.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;4;BAC STMG;R0;A l'heure ou en avance;1;Homme;P;Passable deuxième groupe;2014;1.0;0.0;0.0;0.0;0;2013;1.0;0.0;0.0;0.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;4;BAC STMG;R0;A l'heure ou en avance;2;Femme;B;Bien;2014;3.0;2.0;1.0;1.0;3;2013;3.0;0.0;1.0;1.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;4;BAC STMG;R1;En retard d'un an;1;Homme;B;Bien;2014;7.0;4.0;3.0;1.0;5;2013;7.0;5.0;1.0;6.0
EAI;Électronique, automatique, informatique;INFO;Informatique;;5;BAC technologique hors STMG;R0;A l'heure ou en avance;1;Homme;A;Très bien;2014;35.0;33.0;2.0;2.0;35;2013;35.0;26.0;3.0;29.0
